n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
1568,0.00978,-,0.00408,0.26682,-,0.41714
1569,0.00939,-,0.00338,0.21614,-,0.41745
1570,0.01774,-,0.00399,0.26669,-,0.41697
1571,0.00939,-,0.00314,0.21602,-,0.36831
1572,0.01775,-,0.00335,0.21602,-,0.41766
1573,0.01765,-,0.00319,0.21546,-,0.41629
1574,0.01773,-,0.00336,0.21619,-,0.41611
1575,0.00983,-,0.00398,0.21608,-,0.41752
1576,0.01832,-,0.00363,0.26697,-,0.46802
1577,0.00927,-,0.00272,0.21553,-,0.46738
1578,0.01875,-,0.00375,0.26682,-,0.46761
1579,0.01857,-,0.00344,0.26688,-,0.41690
1580,0.01807,-,0.00351,0.26613,-,0.41591
1581,0.00874,-,0.00243,0.21524,-,0.41768
1582,0.00949,-,0.00285,0.21659,-,0.41689
1583,0.00964,-,0.00365,0.21628,-,0.41713
1584,0.01771,-,0.00350,0.21630,-,0.46789
1585,0.01008,-,0.00347,0.21690,-,0.41753
1586,0.00956,-,0.00312,0.21599,-,0.46702
1587,0.00968,-,0.00352,0.21617,-,0.51663
1588,0.00875,-,0.00236,0.21563,-,0.46818
1589,0.01779,-,0.00334,0.26709,-,0.46780
1590,0.01799,-,0.00350,0.21684,-,0.46809
1591,0.01778,-,0.00337,0.26615,-,0.46712
1592,0.01796,-,0.00383,0.26690,-,0.41723
1593,0.01799,-,0.00396,0.21718,-,0.41763
1594,0.00938,-,0.00317,0.26593,-,0.51687
1595,0.00976,-,0.00372,0.21653,-,0.41668
1596,0.01748,-,0.00308,0.21574,-,0.41814
1597,0.00989,-,0.00328,0.26634,-,0.41769
1598,0.01813,-,0.00388,0.21655,-,0.46794
1599,0.01799,-,0.00381,0.21656,-,0.46795
1600,0.01828,-,0.00346,0.26655,-,0.46838
1601,0.00950,-,0.00306,0.21692,-,0.46790
1602,0.00906,-,0.00255,0.21584,-,0.41630
1603,0.00960,-,0.00366,0.21641,-,0.41796
1604,0.00942,-,0.00318,0.21653,-,0.46778
1605,0.01837,-,0.00353,0.26666,-,0.46792
1606,0.01802,-,0.00323,0.26666,-,0.46803
1607,0.00984,-,0.00313,0.26622,-,0.41644
1608,0.01776,-,0.00372,0.21635,-,0.41678
1609,0.01789,-,0.00344,0.26596,-,0.41634
1610,0.01808,-,0.00334,0.26626,-,0.46798
1611,0.01003,-,0.00319,0.21563,-,0.41612
1612,0.01837,-,0.00372,0.21541,-,0.41580
1613,0.01797,-,0.00376,0.21625,-,0.46798
1614,0.01759,-,0.00347,0.21563,-,0.46702
1615,0.01751,-,0.00334,0.21557,-,0.41655
1616,0.00876,-,0.00239,0.26520,-,0.41614
1617,0.00885,-,0.00286,0.21556,-,0.46754
1618,0.00968,-,0.00307,0.21595,-,0.41704
1619,0.00970,-,0.00332,0.21623,-,0.46734
1620,0.01784,-,0.00340,0.26652,-,0.46804
1621,0.01807,-,0.00348,0.21630,-,0.41728
1622,0.01761,-,0.00373,0.21645,-,0.46694
1623,0.01809,-,0.00343,0.21571,-,0.46652
1624,0.00929,-,0.00270,0.21525,-,0.41593
1625,0.00897,-,0.00355,0.21538,-,0.41684
1626,0.01802,-,0.00351,0.21597,-,0.46715
1627,0.00970,-,0.00356,0.26644,-,0.46801
1628,0.01801,-,0.00354,0.26624,-,0.46782
1629,0.00970,-,0.00334,0.21580,-,0.41695
1630,0.01749,-,0.00310,0.21575,-,0.41723
1631,0.00932,-,0.00316,0.26628,-,0.46728
1632,0.00973,-,0.00316,0.21668,-,0.41656
1633,0.01788,-,0.00345,0.21590,-,0.41647
1634,0.01781,-,0.00381,0.26675,-,0.46731
1635,0.01844,-,0.00341,0.21581,-,0.46771
1636,0.00975,-,0.00325,0.21727,-,0.46747
1637,0.00977,-,0.00308,0.21581,-,0.46688
1638,0.00932,-,0.00295,0.21568,-,0.41591
1639,0.00872,-,0.00237,0.26634,-,0.46718
1640,0.01774,-,0.00294,0.21592,-,0.46713
1641,0.01797,-,0.00405,0.21668,-,0.46783
1642,0.00932,-,0.00345,0.21649,-,0.41746
1643,0.01840,-,0.00363,0.21649,-,0.41758
1644,0.00984,-,0.00322,0.26690,-,0.51787
1645,0.01688,-,0.00281,0.21546,-,0.41645
1646,0.00922,-,0.00269,0.21566,-,0.41681
1647,0.00942,-,0.00306,0.21541,-,0.41649
1648,0.01754,-,0.00395,0.26692,-,0.46689
1649,0.01775,-,0.00346,0.26640,-,0.41676
1650,0.00929,-,0.00305,0.21580,-,0.46694
1651,0.00960,-,0.00367,0.21594,-,0.41736
1652,0.00943,-,0.00223,0.36698,-,0.41592
1653,0.01717,-,0.00262,0.21534,-,0.41635
1654,0.01723,-,0.00361,0.21646,-,0.46607
1655,0.01711,-,0.00341,0.26715,-,0.46770
1656,0.01729,-,0.00277,0.21547,-,0.46698
1657,0.01713,-,0.00284,0.26628,-,0.46702
1658,0.00937,-,0.00318,0.26680,-,0.46728
1659,0.01739,-,0.00263,0.21541,-,0.46632
1660,0.00867,-,0.00239,0.21534,-,0.41588
1661,0.00876,-,0.00243,0.26642,-,0.51690
1662,0.01759,-,0.00331,0.26606,-,0.41724
1663,0.00934,-,0.00291,0.21606,-,0.41683
1664,0.00933,-,0.00282,0.21624,-,0.46722
1665,0.00928,-,0.00301,0.26583,-,0.41632
1666,0.00877,-,0.00240,0.26523,-,0.46624
1667,0.01814,-,0.00339,0.26619,-,0.46730
1668,0.01814,-,0.00340,0.26679,-,0.46729
1669,0.00904,-,0.00355,0.26664,-,0.46775
1670,0.01833,-,0.00339,0.26580,-,0.41657
1671,0.01763,-,0.00388,0.26669,-,0.46821
1672,0.00953,-,0.00364,0.26619,-,0.46763
1673,0.00936,-,0.00304,0.41692,-,0.46695
1674,0.01796,-,0.00349,0.26679,-,0.51769
1675,0.01863,-,0.00319,0.26653,-,0.46708
1676,0.01849,-,0.00343,0.26649,-,0.46659
1677,0.01836,-,0.00337,0.26722,-,0.46786
1678,0.01824,-,0.00355,0.21611,-,0.56655
1679,0.00926,-,0.00329,0.36626,-,0.46710
1680,0.01697,-,0.00336,0.21674,-,0.46738
1681,0.01845,-,0.00351,0.26643,-,0.46806
1682,0.00940,-,0.00304,0.21605,-,0.46740
1683,0.01733,-,0.00283,0.21539,-,0.51649
1684,0.01817,-,0.00343,0.26642,-,0.51772
1685,0.01739,-,0.00368,0.26719,-,0.51721
1686,0.01715,-,0.00250,0.26522,-,0.46698
1687,0.01770,-,0.00309,0.26612,-,0.46669
1688,0.00935,-,0.00336,0.21598,-,0.46718
1689,0.00947,-,0.00300,0.21569,-,0.46641
1690,0.00889,-,0.00278,0.21564,-,0.46703
1691,0.01744,-,0.00303,0.21523,-,0.51709
1692,0.00945,-,0.00365,0.21602,-,0.51670
1693,0.00951,-,0.00310,0.21568,-,0.46663
1694,0.01794,-,0.00272,0.21559,-,0.46690
1695,0.00882,-,0.00258,0.21513,-,0.51710
1696,0.01798,-,0.00397,0.26714,-,0.46731
1697,0.00967,-,0.00395,0.26694,-,0.46720
1698,0.01806,-,0.00313,0.26657,-,0.46643
1699,0.01774,-,0.00351,0.26630,-,0.51690
1700,0.01790,-,0.00368,0.31616,-,0.46632
1701,0.01745,-,0.00315,0.21563,-,0.46595
1702,0.00883,-,0.00245,0.26622,-,0.46678
1703,0.01780,-,0.00325,0.26583,-,0.51722
1704,0.00960,-,0.00299,0.21569,-,0.51699
1705,0.00945,-,0.00337,0.26642,-,0.51759
1706,0.00915,-,0.00269,0.21497,-,0.46594
1707,0.01704,-,0.00302,0.21573,-,0.46811
1708,0.00923,-,0.00351,0.21550,-,0.46737
1709,0.01823,-,0.00337,0.26682,-,0.51726
1710,0.01821,-,0.00388,0.21642,-,0.51757
1711,0.01759,-,0.00363,0.21624,-,0.51828
1712,0.00965,-,0.00366,0.26666,-,0.51727
1713,0.00935,-,0.00345,0.21601,-,0.51775
1714,0.01780,-,0.00313,0.26577,-,0.46674
1715,0.01711,-,0.00263,0.26530,-,0.46681
1716,0.01767,-,0.00339,0.26637,-,0.51768
1717,0.01801,-,0.00333,0.26628,-,0.46686
1718,0.01767,-,0.00324,0.26691,-,0.46630
1719,0.01782,-,0.00370,0.26690,-,0.51727
1720,0.01804,-,0.00379,0.26674,-,0.46742
1721,0.01756,-,0.00310,0.26653,-,0.51757
1722,0.01806,-,0.00380,0.21648,-,0.51730
1723,0.01775,-,0.00391,0.31624,-,0.46588
1724,0.01803,-,0.00344,0.21616,-,0.51733
1725,0.01795,-,0.00386,0.26675,-,0.46739
1726,0.01715,-,0.00280,0.21534,-,0.51658
1727,0.00911,-,0.00372,0.26650,-,0.46653
1728,0.01785,-,0.00326,0.26593,-,0.51775
1729,0.01793,-,0.00292,0.26618,-,0.46733
1730,0.01811,-,0.00273,0.26560,-,0.46619
1731,0.01795,-,0.00349,0.26728,-,0.46750
1732,0.00955,-,0.00294,0.31599,-,0.46629
1733,0.01738,-,0.00282,0.26574,-,0.46720
1734,0.00974,-,0.00370,0.21659,-,0.51655
1735,0.01775,-,0.00372,0.26612,-,0.51827
1736,0.01817,-,0.00331,0.21540,-,0.46652
1737,0.01803,-,0.00345,0.26630,-,0.51833
1738,0.01818,-,0.00359,0.26680,-,0.51742
1739,0.01787,-,0.00337,0.26608,-,0.51799
1740,0.01783,-,0.00336,0.21651,-,0.46735
1741,0.01843,-,0.00349,0.21639,-,0.51723
1742,0.01786,-,0.00435,0.21643,-,0.56839
1743,0.01779,-,0.00333,0.26659,-,0.51848
1744,0.01001,-,0.00399,0.21654,-,0.46714
1745,0.01734,-,0.00316,0.26642,-,0.46641
1746,0.00927,-,0.00291,0.21584,-,0.51677
1747,0.00953,-,0.00343,0.26631,-,0.46737
1748,0.01704,-,0.00264,0.26521,-,0.46616
1749,0.00938,-,0.00291,0.26643,-,0.51718
1750,0.01835,-,0.00338,0.26757,-,0.51786
1751,0.01780,-,0.00360,0.26658,-,0.51797
1752,0.00973,-,0.00316,0.26570,-,0.51782
1753,0.01864,-,0.00356,0.26594,-,0.51756
1754,0.00927,-,0.00377,0.31763,-,0.51866
1755,0.01832,-,0.00355,0.31647,-,0.51713
1756,0.01788,-,0.00321,0.26654,-,0.46675
1757,0.01719,-,0.00279,0.26564,-,0.56693
1758,0.00917,-,0.00268,0.21566,-,0.46759
1759,0.01758,-,0.00297,0.21576,-,0.56693
1760,0.00944,-,0.00303,0.21594,-,0.46738
1761,0.01833,-,0.00311,0.21647,-,0.46751
1762,0.01816,-,0.00340,0.26633,-,0.56744
1763,0.01732,-,0.00308,0.26604,-,0.46765
1764,0.01746,-,0.00291,0.21563,-,0.51681
1765,0.00956,-,0.00287,0.21560,-,0.46712
1766,0.00943,-,0.00303,0.21567,-,0.51771
1767,0.01828,-,0.00311,0.21587,-,0.51689
1768,0.01792,-,0.00360,0.26709,-,0.51802
1769,0.01798,-,0.00342,0.26633,-,0.56772
1770,0.00946,-,0.00303,0.21561,-,0.56662
1771,0.01700,-,0.00267,0.26514,-,0.51624
1772,0.00920,-,0.00283,0.26584,-,0.46601
1773,0.00923,-,0.00274,0.26533,-,0.51660
1774,0.01717,-,0.00290,0.26566,-,0.51642
1775,0.00951,-,0.00346,0.26643,-,0.46679
1776,0.00892,-,0.00343,0.26669,-,0.51807
1777,0.01826,-,0.00374,0.26662,-,0.46692
1778,0.00906,-,0.00249,0.26548,-,0.51653
1779,0.00872,-,0.00254,0.21557,-,0.51621
1780,0.00892,-,0.00264,0.26585,-,0.51598
1781,0.01826,-,0.00331,0.26690,-,0.46732
1782,0.01751,-,0.00288,0.26614,-,0.51763
1783,0.01794,-,0.00322,0.26616,-,0.56750
1784,0.01796,-,0.00343,0.26651,-,0.46666
1785,0.01751,-,0.00284,0.26635,-,0.51687
1786,0.01762,-,0.00295,0.26565,-,0.46639
1787,0.01844,-,0.00391,0.26584,-,0.51720
1788,0.01810,-,0.00368,0.26655,-,0.46766
1789,0.01748,-,0.00361,0.21638,-,0.51732
1790,0.03378,-,0.00314,0.31635,-,0.56767
1791,0.01744,-,0.00310,0.26602,-,0.51711
1792,0.00898,-,0.00266,0.26545,-,0.51690
1793,0.01807,-,0.00311,0.26594,-,0.61726
1794,0.01759,-,0.00330,0.26589,-,0.51749
1795,0.01767,-,0.00317,0.26723,-,0.51779
1796,0.00988,-,0.00301,0.26595,-,0.51651
1797,0.01783,-,0.00331,0.26688,-,0.51809
1798,0.00981,-,0.00332,0.26651,-,0.51708
1799,0.01766,-,0.00344,0.26607,-,0.46698
1800,0.03368,-,0.00385,0.26697,-,0.51853
1801,0.00942,-,0.00314,0.21614,-,0.51801
1802,0.01796,-,0.00342,0.26642,-,0.56786
1803,0.01815,-,0.00327,0.26635,-,0.51757
1804,0.01799,-,0.00359,0.26672,-,0.51770
1805,0.01766,-,0.00286,0.31675,-,0.51849
1806,0.01784,-,0.00335,0.26611,-,0.51778
1807,0.01828,-,0.00339,0.26665,-,0.56772
1808,0.00958,-,0.00343,0.26642,-,0.56779
1809,0.01826,-,0.00339,0.26658,-,0.51699
1810,0.00896,-,0.00298,0.26641,-,0.61816
1811,0.01786,-,0.00350,0.26625,-,0.56776
1812,0.03431,-,0.00367,0.31651,-,0.51806
1813,0.03426,-,0.00379,0.31703,-,0.51785
1814,0.01767,-,0.00303,0.26617,-,0.51652
1815,0.00988,-,0.00339,0.26692,-,0.51788
1816,0.01803,-,0.00306,0.36725,-,0.51739
1817,0.03425,-,0.00356,0.26653,-,0.56775
1818,0.01815,-,0.00332,0.26640,-,0.51812
1819,0.01835,-,0.00378,0.26657,-,0.51832
1820,0.01802,-,0.00343,0.31656,-,0.51647
1821,0.00952,-,0.00307,0.26565,-,0.51799
1822,0.01781,-,0.00340,0.26622,-,0.51748
1823,0.01794,-,0.00360,0.31641,-,0.56772
1824,0.03400,-,0.00353,0.26658,-,0.51695
1825,0.00941,-,0.00326,0.26646,-,0.51736
1826,0.01776,-,0.00373,0.31665,-,0.51648
1827,0.01811,-,0.00321,0.31624,-,0.56725
1828,0.03374,-,0.00367,0.21635,-,0.56845
1829,0.00996,-,0.00351,0.26688,-,0.56807
1830,0.01784,-,0.00343,0.31705,-,0.51850
1831,0.01804,-,0.00370,0.26675,-,0.51771
1832,0.01791,-,0.00330,0.31663,-,0.51714
1833,0.00974,-,0.00325,0.26619,-,0.51719
1834,0.00921,-,0.00319,0.26928,-,0.51833
1835,0.01836,-,0.00351,0.26629,-,0.51614
1836,0.01703,-,0.00355,0.26720,-,0.51729
1837,0.01788,-,0.00348,0.26616,-,0.56804
1838,0.01763,-,0.00338,0.26687,-,0.51729
1839,0.01740,-,0.00334,0.31701,-,0.51823
1840,0.00964,-,0.00317,0.26680,-,0.51788
1841,0.00939,-,0.00289,0.26588,-,0.56848
1842,0.00995,-,0.00406,0.26682,-,0.51651
1843,0.03371,-,0.00368,0.31694,-,0.51652
1844,0.01780,-,0.00379,0.26633,-,0.51692
1845,0.01727,-,0.00319,0.26572,-,0.56685
1846,0.00932,-,0.00291,0.26545,-,0.56690
1847,0.03374,-,0.00302,0.31618,-,0.56709
1848,0.00960,-,0.00338,0.31581,-,0.56715
1849,0.00993,-,0.00336,0.26632,-,0.56712
1850,0.01780,-,0.00418,0.31670,-,0.51751
1851,0.01779,-,0.00306,0.26615,-,0.51803
1852,0.03443,-,0.00415,0.26692,-,0.51819
1853,0.00982,-,0.00331,0.26670,-,0.51824
1854,0.00978,-,0.00387,0.26651,-,0.56742
1855,0.01795,-,0.00337,0.31636,-,0.51707
1856,0.01795,-,0.00302,0.26669,-,0.56693
1857,0.01830,-,0.00357,0.26607,-,0.56769
1858,0.00974,-,0.00336,0.26622,-,0.56716
1859,0.00960,-,0.00356,0.26573,-,0.56796
1860,0.01782,-,0.00410,0.26653,-,0.51678
1861,0.01725,-,0.00302,0.26624,-,0.51724
1862,0.01751,-,0.00357,0.26625,-,0.56778
1863,0.03383,-,0.00328,0.31655,-,0.51656
1864,0.01850,-,0.00402,0.26678,-,0.56762
1865,0.01757,-,0.00356,0.26638,-,0.51727
1866,0.00943,-,0.00376,0.31701,-,0.51712
1867,0.01866,-,0.00417,0.31810,-,0.61807
1868,0.00963,-,0.00300,0.26543,-,0.51705
1869,0.03406,-,0.00336,0.31630,-,0.61743
1870,0.00921,-,0.00255,0.26549,-,0.51696
1871,0.00942,-,0.00298,0.31564,-,0.61729
1872,0.00958,-,0.00305,0.31669,-,0.56912
1873,0.03402,-,0.00344,0.36650,-,0.56761
1874,0.00914,-,0.00255,0.26545,-,0.51668
1875,0.00962,-,0.00373,0.26674,-,0.61813
1876,0.01838,-,0.00378,0.26660,-,0.56788
1877,0.01813,-,0.00328,0.26644,-,0.51746
1878,0.00940,-,0.00360,0.26654,-,0.61718
1879,0.00958,-,0.00394,0.31660,-,0.56731
1880,0.00960,-,0.00324,0.31644,-,0.56755
1881,0.01770,-,0.00305,0.26642,-,0.56840
1882,0.01810,-,0.00354,0.26667,-,0.51778
1883,0.00970,-,0.00327,0.26696,-,0.56812
1884,0.03380,-,0.00364,0.31689,-,0.61820
1885,0.03408,-,0.00357,0.31659,-,0.51654
1886,0.01733,-,0.00282,0.31595,-,0.51807
1887,0.01824,-,0.00349,0.31574,-,0.51634
1888,0.00867,-,0.00234,0.26496,-,0.51605
1889,0.01729,-,0.00257,0.31676,-,0.56767
1890,0.00883,-,0.00236,0.31535,-,0.61647
1891,0.03442,-,0.00350,0.26583,-,0.56841
1892,0.03428,-,0.00339,0.31639,-,0.51747
1893,0.01778,-,0.00318,0.26627,-,0.56831
1894,0.03415,-,0.00328,0.26628,-,0.56860
1895,0.01802,-,0.00357,0.26671,-,0.61850
1896,0.03436,-,0.00379,0.31712,-,0.56725
1897,0.01784,-,0.00299,0.26617,-,0.56758
1898,0.01814,-,0.00318,0.31652,-,0.56744
1899,0.01740,-,0.00320,0.31724,-,0.56760
1900,0.00971,-,0.00349,0.26624,-,0.56647
1901,0.01704,-,0.00292,0.26635,-,0.61634
1902,0.00957,-,0.00340,0.26617,-,0.56628
1903,0.01828,-,0.00358,0.31703,-,0.51841
1904,0.01856,-,0.00415,0.26681,-,0.56897
1905,0.01794,-,0.00343,0.26683,-,0.51869
1906,0.03391,-,0.00337,0.26673,-,0.51798
1907,0.00966,-,0.00328,0.26685,-,0.56759
1908,0.01779,-,0.00314,0.26612,-,0.56722
1909,0.00998,-,0.00372,0.26655,-,0.56746
1910,0.00929,-,0.00283,0.31615,-,0.56718
1911,0.01776,-,0.00287,0.31652,-,0.56868
1912,0.03432,-,0.00356,0.31647,-,0.61783
1913,0.01744,-,0.00287,0.26595,-,0.56833
1914,0.00970,-,0.00339,0.31641,-,0.56840
1915,0.03436,-,0.00416,0.31701,-,0.56765
1916,0.01796,-,0.00314,0.31715,-,0.51830
1917,0.00973,-,0.00312,0.26664,-,0.51819
1918,0.00987,-,0.00343,0.36712,-,0.56837
1919,0.00967,-,0.00290,0.31589,-,0.56742
1920,0.01756,-,0.00323,0.26622,-,0.56828
1921,0.01797,-,0.00376,0.31629,-,0.66776
1922,0.03441,-,0.00365,0.31664,-,0.61719
1923,0.01755,-,0.00317,0.26581,-,0.56804
1924,0.03438,-,0.00348,0.26633,-,0.56770
1925,0.03357,-,0.00317,0.26597,-,0.56811
1926,0.00953,-,0.00277,0.26583,-,0.61699
1927,0.00908,-,0.00314,0.26660,-,0.56711
1928,0.03380,-,0.00337,0.31690,-,0.56875
1929,0.01794,-,0.00357,0.26679,-,0.56732
1930,0.01762,-,0.00339,0.26608,-,0.61760
1931,0.01785,-,0.00314,0.31632,-,0.56721
1932,0.01760,-,0.00292,0.26643,-,0.51781
1933,0.00976,-,0.00327,0.31658,-,0.61864
1934,0.01803,-,0.00344,0.26651,-,0.56830
1935,0.01006,-,0.00348,0.26656,-,0.56924
1936,0.03412,-,0.00351,0.36709,-,0.61821
1937,0.00913,-,0.00263,0.31653,-,0.56716
1938,0.01762,-,0.00313,0.31689,-,0.56774
1939,0.01788,-,0.00336,0.26634,-,0.56813
1940,0.01819,-,0.00355,0.26672,-,0.51774
1941,0.00971,-,0.00325,0.26654,-,0.56887
1942,0.01713,-,0.00260,0.26574,-,0.56703
1943,0.03405,-,0.00352,0.26586,-,0.56735
1944,0.01004,-,0.00399,0.31626,-,0.56702
1945,0.03434,-,0.00380,0.31659,-,0.61839
1946,0.01791,-,0.00333,0.26605,-,0.56714
1947,0.03432,-,0.00430,0.31657,-,0.56730
1948,0.01782,-,0.00325,0.26592,-,0.61668
1949,0.03456,-,0.00401,0.31682,-,0.56798
1950,0.00966,-,0.00335,0.26651,-,0.56765
1951,0.00897,-,0.00242,0.26622,-,0.56752
1952,0.03387,-,0.00319,0.26652,-,0.61824
1953,0.01740,-,0.00274,0.26542,-,0.61668
1954,0.03418,-,0.00395,0.31741,-,0.61847
1955,0.01011,-,0.00360,0.31687,-,0.56685
1956,0.00986,-,0.00333,0.26634,-,0.56694
1957,0.03456,-,0.00377,0.31620,-,0.66732
1958,0.03395,-,0.00381,0.31684,-,0.56730
1959,0.03434,-,0.00339,0.26633,-,0.56834
1960,0.00963,-,0.00348,0.26661,-,0.61771
1961,0.03417,-,0.00409,0.26719,-,0.61790
1962,0.01718,-,0.00292,0.26610,-,0.56748
1963,0.01771,-,0.00362,0.31705,-,0.66760
1964,0.00974,-,0.00363,0.26624,-,0.61803
1965,0.03433,-,0.00399,0.31717,-,0.61797
1966,0.03352,-,0.00348,0.26677,-,0.61846
1967,0.01778,-,0.00318,0.26552,-,0.61702
1968,0.00957,-,0.00365,0.26668,-,0.56776
1969,0.01788,-,0.00342,0.31654,-,0.56686
1970,0.00940,-,0.00285,0.26615,-,0.56759
1971,0.03403,-,0.00331,0.26599,-,0.56687
1972,0.03446,-,0.00331,0.26631,-,0.61773
1973,0.01775,-,0.00341,0.26613,-,0.61800
1974,0.00971,-,0.00399,0.26714,-,0.56773
1975,0.00927,-,0.00285,0.26577,-,0.56670
1976,0.03401,-,0.00390,0.31683,-,0.61858
1977,0.01779,-,0.00342,0.31705,-,0.61794
1978,0.01734,-,0.00292,0.26574,-,0.56737
1979,0.03434,-,0.00370,0.26699,-,0.56754
1980,0.00963,-,0.00360,0.26632,-,0.71830
1981,0.03390,-,0.00357,0.26648,-,0.56685
1982,0.01776,-,0.00312,0.26641,-,0.56746
1983,0.00995,-,0.00388,0.36684,-,0.61747
1984,0.03469,-,0.00359,0.26649,-,0.56723
1985,0.03430,-,0.00350,0.26633,-,0.56739
1986,0.01951,-,0.00345,0.36648,-,0.56744
1987,0.03420,-,0.00359,0.31690,-,0.61709
1988,0.03442,-,0.00330,0.26583,-,0.61834
1989,0.00919,-,0.00301,0.31645,-,0.56752
1990,0.03371,-,0.00343,0.31658,-,0.61843
1991,0.01797,-,0.00378,0.31706,-,0.61753
1992,0.01772,-,0.00313,0.26571,-,0.56727
1993,0.03412,-,0.00334,0.31675,-,0.61882
1994,0.01800,-,0.00347,0.31698,-,0.66893
1995,0.01777,-,0.00332,0.31663,-,0.61793
1996,0.01004,-,0.00360,0.26658,-,0.56757
1997,0.00958,-,0.00331,0.26620,-,0.61862
1998,0.01810,-,0.00356,0.26664,-,0.61807
1999,0.03458,-,0.00365,0.31710,-,0.56806
2000,0.00975,-,0.00326,0.26649,-,0.56825
2001,0.00996,-,0.00314,0.26642,-,0.56799
2002,0.00969,-,0.00301,0.31724,-,0.61710
2003,0.01800,-,0.00320,0.26608,-,0.66871
2004,0.01796,-,0.00340,0.26609,-,0.61719
2005,0.03391,-,0.00354,0.26590,-,0.61796
2006,0.03458,-,0.00375,0.31696,-,0.61838
2007,0.01804,-,0.00362,0.31683,-,0.66864
2008,0.01788,-,0.00390,0.26690,-,0.61756
2009,0.03433,-,0.00368,0.31686,-,0.66829
2010,0.03435,-,0.00350,0.31668,-,0.61815
2011,0.01830,-,0.00423,0.31720,-,0.61828
2012,0.03385,-,0.00398,0.26700,-,0.61780
2013,0.01744,-,0.00286,0.31629,-,0.61752
2014,0.01814,-,0.00322,0.26757,-,0.66888
2015,0.01755,-,0.00365,0.31652,-,0.61806
2016,0.01793,-,0.00298,0.31756,-,0.61830
2017,0.00947,-,0.00328,0.26667,-,0.61773
2018,0.01774,-,0.00395,0.31726,-,0.61810
2019,0.03455,-,0.00369,0.36626,-,0.61833
2020,0.03429,-,0.00374,0.31714,-,0.61819
2021,0.03546,-,0.00335,0.31736,-,0.62004
2022,0.00971,-,0.00346,0.31667,-,0.66909
2023,0.03427,-,0.00364,0.31633,-,0.61617
2024,0.01698,-,0.00335,0.26704,-,0.61796
2025,0.03413,-,0.00365,0.26650,-,0.61731
2026,0.00936,-,0.00327,0.36696,-,0.66868
2027,0.03432,-,0.00408,0.36732,-,0.61879
2028,0.03463,-,0.00366,0.36712,-,0.66779
2029,0.03389,-,0.00347,0.31731,-,0.61744
2030,0.01773,-,0.00322,0.31660,-,0.66845
2031,0.00950,-,0.00320,0.31658,-,0.61794
2032,0.03427,-,0.00358,0.31610,-,0.61806
2033,0.03416,-,0.00359,0.31574,-,0.66698
2034,0.03388,-,0.00315,0.31625,-,0.61765
2035,0.00981,-,0.00375,0.31736,-,0.61752
2036,0.03430,-,0.00391,0.31745,-,0.61800
2037,0.01779,-,0.00337,0.31696,-,0.61886
2038,0.00967,-,0.00312,0.26596,-,0.61773
2039,0.01746,-,0.00282,0.31620,-,0.66798
2040,0.01791,-,0.00332,0.26634,-,0.56803
2041,0.00996,-,0.00333,0.26655,-,0.61719
2042,0.03360,-,0.00305,0.31645,-,0.61866
2043,0.00966,-,0.00374,0.26659,-,0.66838
2044,0.00910,-,0.00245,0.31647,-,0.61790
2045,0.03461,-,0.00393,0.26609,-,0.61688
2046,0.03415,-,0.00307,0.36685,-,0.61773
2047,0.03375,-,0.00287,0.31560,-,0.61672
2048,0.03391,-,0.00344,0.31601,-,0.61793
2049,0.00945,-,0.00332,0.26589,-,0.66795
2050,0.03434,-,0.00358,0.31757,-,0.66871
2051,0.03412,-,0.00390,0.31700,-,0.66856
2052,0.00956,-,0.00343,0.26611,-,0.66810
2053,0.03382,-,0.00298,0.31702,-,0.61840
2054,0.03476,-,0.00376,0.36721,-,0.66807
2055,0.03413,-,0.00338,0.31689,-,0.61814
2056,0.00954,-,0.00307,0.31593,-,0.66879
2057,0.03419,-,0.00394,0.31719,-,0.66778
2058,0.00927,-,0.00326,0.31641,-,0.66864
2059,0.03463,-,0.00306,0.31558,-,0.61624
2060,0.03396,-,0.00333,0.31672,-,0.66818
2061,0.00914,-,0.00348,0.31724,-,0.61806
2062,0.03441,-,0.00397,0.31695,-,0.61798
2063,0.00966,-,0.00362,0.31700,-,0.66782
2064,0.01742,-,0.00376,0.31787,-,0.61804
2065,0.01762,-,0.00287,0.26552,-,0.61661
2066,0.01787,-,0.00333,0.31661,-,0.71920
2067,0.00978,-,0.00376,0.31658,-,0.66842
2068,0.01806,-,0.00357,0.31640,-,0.66917
2069,0.03430,-,0.00383,0.36668,-,0.61733
2070,0.00996,-,0.00347,0.36723,-,0.66860
2071,0.01792,-,0.00319,0.31612,-,0.66672
2072,0.01799,-,0.00318,0.31695,-,0.61763
2073,0.03405,-,0.00324,0.31677,-,0.66894
2074,0.00940,-,0.00295,0.31560,-,0.61704
2075,0.01739,-,0.00311,0.36625,-,0.71679
2076,0.03397,-,0.00378,0.31688,-,0.66777
2077,0.00901,-,0.00251,0.31567,-,0.66814
2078,0.03404,-,0.00326,0.31633,-,0.66898
2079,0.01002,-,0.00602,0.36858,-,0.66852
2080,0.01754,-,0.00317,0.31656,-,0.66748
2081,0.03460,-,0.00359,0.31659,-,0.61759
2082,0.00929,-,0.00296,0.31705,-,0.61871
2083,0.01784,-,0.00322,0.31716,-,0.71804
