n,Iterative C,Recursive C,Dynamic Programming C,Iterative P,Recursive P,Dynamic Programming P
2084,0.00910,-,0.00317,0.31601,-,0.66840
2085,0.01808,-,0.00377,0.31650,-,0.61783
2086,0.00990,-,0.00372,0.31662,-,0.61833
2087,0.03410,-,0.00336,0.31663,-,0.61795
2088,0.01796,-,0.00414,0.31691,-,0.61807
2089,0.01784,-,0.00322,0.31582,-,0.61702
2090,0.00966,-,0.00329,0.31662,-,0.66812
2091,0.01821,-,0.00335,0.31650,-,0.71887
2092,0.01804,-,0.00384,0.31585,-,0.76802
2093,0.01707,-,0.00341,0.31693,-,0.66798
2094,0.01738,-,0.00408,0.31650,-,0.66708
2095,0.01785,-,0.00348,0.31631,-,0.76884
2096,0.03429,-,0.00367,0.31685,-,0.66831
2097,0.03392,-,0.00344,0.36685,-,0.66717
2098,0.03433,-,0.00386,0.31738,-,0.71776
2099,0.01760,-,0.00358,0.31565,-,0.66736
2100,0.01750,-,0.00304,0.31732,-,0.66775
2101,0.01770,-,0.00338,0.31637,-,0.66819
2102,0.01856,-,0.00324,0.31670,-,0.66852
2103,0.01738,-,0.00311,0.31614,-,0.66809
2104,0.01805,-,0.00357,0.36697,-,0.66840
2105,0.01793,-,0.00394,0.36688,-,0.71818
2106,0.03425,-,0.00390,0.36773,-,0.66795
2107,0.01685,-,0.00269,0.31546,-,0.66670
2108,0.01768,-,0.00348,0.31677,-,0.71767
2109,0.01712,-,0.00283,0.31565,-,0.66680
2110,0.01002,-,0.00381,0.36669,-,0.76823
2111,0.01786,-,0.00361,0.31622,-,0.66723
2112,0.01771,-,0.00317,0.31602,-,0.66686
2113,0.01771,-,0.00263,0.36576,-,0.66714
2114,0.01763,-,0.00288,0.31588,-,0.66685
2115,0.03322,-,0.00278,0.31566,-,0.66651
2116,0.01694,-,0.00286,0.31549,-,0.76904
2117,0.01776,-,0.00313,0.31659,-,0.61803
2118,0.00982,-,0.00317,0.31689,-,0.66834
2119,0.01798,-,0.00361,0.31677,-,0.76834
2120,0.01725,-,0.00290,0.31695,-,0.66894
2121,0.03431,-,0.00401,0.36693,-,0.66879
2122,0.00982,-,0.00332,0.31659,-,0.66802
2123,0.01700,-,0.00249,0.31631,-,0.66716
2124,0.01727,-,0.00286,0.31569,-,0.71712
2125,0.01767,-,0.00307,0.31604,-,0.66695
2126,0.01729,-,0.00365,0.31653,-,0.66768
2127,0.03325,-,0.00269,0.31560,-,0.71708
2128,0.01730,-,0.00342,0.31625,-,0.66719
2129,0.01724,-,0.00278,0.31549,-,0.66670
2130,0.01782,-,0.00335,0.36669,-,0.71861
2131,0.03380,-,0.00340,0.36715,-,0.66889
2132,0.01782,-,0.00339,0.31690,-,0.66824
2133,0.03313,-,0.00302,0.31570,-,0.71783
2134,0.01776,-,0.00371,0.31662,-,0.66739
2135,0.03420,-,0.00375,0.36721,-,0.71861
2136,0.01738,-,0.00308,0.36652,-,0.76747
2137,0.03414,-,0.00364,0.31683,-,0.71839
2138,0.01753,-,0.00291,0.36748,-,0.71860
2139,0.03469,-,0.00357,0.36740,-,0.66763
2140,0.01735,-,0.00352,0.36702,-,0.66780
2141,0.03424,-,0.00346,0.31659,-,0.71872
2142,0.01802,-,0.00374,0.31610,-,0.66642
2143,0.01758,-,0.00375,0.31593,-,0.66700
2144,0.01751,-,0.00328,0.31649,-,0.66669
2145,0.01738,-,0.00318,0.36666,-,0.71685
2146,0.01751,-,0.00328,0.31569,-,0.71925
2147,0.01733,-,0.00316,0.31568,-,0.66662
2148,0.01696,-,0.00252,0.31591,-,0.66751
2149,0.01727,-,0.00374,0.31682,-,0.71804
2150,0.01788,-,0.00401,0.31668,-,0.66725
2151,0.03416,-,0.00384,0.31669,-,0.71946
2152,0.01768,-,0.00322,0.31659,-,0.71852
2153,0.01743,-,0.00295,0.31572,-,0.71759
2154,0.01745,-,0.00377,0.36741,-,0.66796
2155,0.01758,-,0.00315,0.31601,-,0.71742
2156,0.01865,-,0.00384,0.36680,-,0.71684
2157,0.01767,-,0.00337,0.36643,-,0.66726
2158,0.01743,-,0.00284,0.31663,-,0.66760
2159,0.01781,-,0.00304,0.31628,-,0.71865
2160,0.01793,-,0.00338,0.31675,-,0.66814
2161,0.01790,-,0.00301,0.36694,-,0.66848
2162,0.01744,-,0.00388,0.31643,-,0.66737
2163,0.03387,-,0.00343,0.31640,-,0.71829
2164,0.03456,-,0.00356,0.31666,-,0.71818
2165,0.03398,-,0.00346,0.36735,-,0.71830
2166,0.01756,-,0.00322,0.31637,-,0.71792
2167,0.01819,-,0.00355,0.36718,-,0.71837
2168,0.03358,-,0.00320,0.31664,-,0.71790
2169,0.03420,-,0.00339,0.31625,-,0.71884
2170,0.03412,-,0.00354,0.31675,-,0.71932
2171,0.01781,-,0.00353,0.36696,-,0.71718
2172,0.01777,-,0.00318,0.36647,-,0.66745
2173,0.03461,-,0.00334,0.36686,-,0.71771
2174,0.01743,-,0.00363,0.36745,-,0.66833
2175,0.01758,-,0.00394,0.36726,-,0.71734
2176,0.03421,-,0.00340,0.36725,-,0.66755
2177,0.03457,-,0.00332,0.31693,-,0.66764
2178,0.01717,-,0.00296,0.36714,-,0.71826
2179,0.03434,-,0.00335,0.31708,-,0.71853
2180,0.03414,-,0.00323,0.31721,-,0.71790
2181,0.03401,-,0.00383,0.36714,-,0.71876
2182,0.01756,-,0.00299,0.31637,-,0.71852
2183,0.03395,-,0.00366,0.31656,-,0.66859
2184,0.03397,-,0.00341,0.36665,-,0.71741
2185,0.03401,-,0.00358,0.36580,-,0.71691
2186,0.01725,-,0.00332,0.36662,-,0.76764
2187,0.03405,-,0.00376,0.31561,-,0.71664
2188,0.01722,-,0.00256,0.31534,-,0.76670
2189,0.01720,-,0.00322,0.31663,-,0.71760
2190,0.03470,-,0.00312,0.31688,-,0.71866
2191,0.03417,-,0.00354,0.31680,-,0.71847
2192,0.03377,-,0.00345,0.36607,-,0.71661
2193,0.03363,-,0.00331,0.36675,-,0.76814
2194,0.01762,-,0.00299,0.31597,-,0.66736
2195,0.03463,-,0.00321,0.31634,-,0.71726
2196,0.03440,-,0.01330,0.31634,-,0.71865
2197,0.03463,-,0.00382,0.31705,-,0.71908
2198,0.03387,-,0.00320,0.36615,-,0.76775
2199,0.01769,-,0.00333,0.31704,-,0.71828
2200,0.01777,-,0.00378,0.36686,-,0.71782
2201,0.03458,-,0.00337,0.31658,-,0.71764
2202,0.01733,-,0.00270,0.31565,-,0.76799
2203,0.01779,-,0.00326,0.36644,-,0.71832
2204,0.03438,-,0.00367,0.31654,-,0.71872
2205,0.03461,-,0.00332,0.31704,-,0.76791
2206,0.03441,-,0.00382,0.31719,-,0.66845
2207,0.01802,-,0.00332,0.31691,-,0.71814
2208,0.01755,-,0.00342,0.36660,-,0.66798
2209,0.03398,-,0.00342,0.36711,-,0.71860
2210,0.01781,-,0.00305,0.36650,-,0.71735
2211,0.01702,-,0.00303,0.31601,-,0.81712
2212,0.01770,-,0.00281,0.31573,-,0.71710
2213,0.03542,-,0.00380,0.31699,-,0.76808
2214,0.03418,-,0.00346,0.31662,-,0.76678
2215,0.03375,-,0.00331,0.36667,-,0.71884
2216,0.01793,-,0.00309,0.36642,-,0.71729
2217,0.01784,-,0.00326,0.36603,-,0.76748
2218,0.03430,-,0.00343,0.36651,-,0.71778
2219,0.03368,-,0.00302,0.36599,-,0.71782
2220,0.03405,-,0.00330,0.36635,-,0.86765
2221,0.01690,-,0.00268,0.31534,-,0.76679
2222,0.03358,-,0.00330,0.31568,-,0.71696
2223,0.01757,-,0.00265,0.31541,-,0.76781
2224,0.01772,-,0.00298,0.31589,-,0.76817
2225,0.03426,-,0.00355,0.41696,-,0.71757
2226,0.01747,-,0.00326,0.41637,-,0.71737
2227,0.03400,-,0.00337,0.36652,-,0.76963
2228,0.03456,-,0.00351,0.36654,-,0.76717
2229,0.03368,-,0.00317,0.36668,-,0.76799
2230,0.03494,-,0.00348,0.36682,-,0.81890
2231,0.03408,-,0.00319,0.36698,-,0.76798
2232,0.03428,-,0.00313,0.36646,-,0.71823
2233,0.01753,-,0.00381,0.36622,-,0.76738
2234,0.03370,-,0.00319,0.36719,-,0.81733
2235,0.01788,-,0.00394,0.36702,-,0.71763
2236,0.03441,-,0.00345,0.36632,-,0.76906
2237,0.03404,-,0.00352,0.36681,-,0.76919
2238,0.01755,-,0.00275,0.41559,-,0.76773
2239,0.01748,-,0.00321,0.31545,-,0.71664
2240,0.01751,-,0.00392,0.31638,-,0.76852
2241,0.01808,-,0.00338,0.41663,-,0.76872
2242,0.03416,-,0.00376,0.36647,-,0.76949
2243,0.01784,-,0.00316,0.31622,-,0.81861
2244,0.01783,-,0.00383,0.36734,-,0.71809
2245,0.01775,-,0.00336,0.31636,-,0.71764
2246,0.01755,-,0.00321,0.36743,-,0.71758
2247,0.03393,-,0.00301,0.36642,-,0.76721
2248,0.01696,-,0.00268,0.31535,-,0.76855
2249,0.03383,-,0.00300,0.36634,-,0.81885
2250,0.03366,-,0.00339,0.31637,-,0.76828
2251,0.01803,-,0.00352,0.36649,-,0.71670
2252,0.03383,-,0.00372,0.36708,-,0.76879
2253,0.01775,-,0.00395,0.36731,-,0.76823
2254,0.01715,-,0.00344,0.36695,-,0.71754
2255,0.03431,-,0.00358,0.36642,-,0.81917
2256,0.01757,-,0.00296,0.31672,-,0.76869
2257,0.03461,-,0.00377,0.31655,-,0.76803
2258,0.01754,-,0.00325,0.36629,-,0.76766
2259,0.01747,-,0.00302,0.36591,-,0.76792
2260,0.01705,-,0.00271,0.31579,-,0.71802
2261,0.03382,-,0.00324,0.31577,-,0.76680
2262,0.01711,-,0.00350,0.36703,-,0.76932
2263,0.01774,-,0.00343,0.31649,-,0.71804
2264,0.01734,-,0.00275,0.31551,-,0.76850
2265,0.01734,-,0.00316,0.36583,-,0.76888
2266,0.03440,-,0.00358,0.36752,-,0.76861
2267,0.03456,-,0.00389,0.36722,-,0.76865
2268,0.01788,-,0.00353,0.36754,-,0.76883
2269,0.01748,-,0.00382,0.36626,-,0.81775
2270,0.03372,-,0.00299,0.36599,-,0.71701
2271,0.03374,-,0.00317,0.31658,-,0.71753
2272,0.03316,-,0.00273,0.36618,-,0.76855
2273,0.03381,-,0.00321,0.36640,-,0.71698
2274,0.01755,-,0.00291,0.31579,-,0.81837
2275,0.03343,-,0.00347,0.36691,-,0.81956
2276,0.01795,-,0.00322,0.31592,-,0.81835
2277,0.01717,-,0.00342,0.36687,-,0.76725
2278,0.03383,-,0.00360,0.36685,-,0.76708
2279,0.03374,-,0.00325,0.36606,-,0.81729
2280,0.03445,-,0.00402,0.41705,-,0.76674
2281,0.03437,-,0.00352,0.36714,-,0.76756
2282,0.01705,-,0.00420,0.36651,-,0.76725
2283,0.03375,-,0.00359,0.31718,-,0.71892
2284,0.01783,-,0.00318,0.36745,-,0.76829
2285,0.03396,-,0.00321,0.36629,-,0.76761
2286,0.01777,-,0.00377,0.36840,-,0.77067
2287,0.01816,-,0.00359,0.36795,-,0.71907
2288,0.01769,-,0.00349,0.41692,-,0.71885
2289,0.01807,-,0.00322,0.31646,-,0.71791
2290,0.01814,-,0.00367,0.36680,-,0.76786
2291,0.01758,-,0.00342,0.31642,-,0.81825
2292,0.01747,-,0.00310,0.31584,-,0.81948
2293,0.03419,-,0.00386,0.41670,-,0.76827
2294,0.03445,-,0.00312,0.36609,-,0.76837
2295,0.01779,-,0.00345,0.36659,-,0.76739
2296,0.03436,-,0.00325,0.36609,-,0.81899
2297,0.03458,-,0.00358,0.31719,-,0.81886
2298,0.03335,-,0.00362,0.36712,-,0.81879
2299,0.01748,-,0.00319,0.31561,-,0.76898
2300,0.01784,-,0.00358,0.36712,-,0.76922
2301,0.03427,-,0.00319,0.36633,-,0.71749
2302,0.01764,-,0.00309,0.31648,-,0.76835
2303,0.01729,-,0.00277,0.36592,-,0.76751
2304,0.03378,-,0.00331,0.36670,-,0.76896
2305,0.01797,-,0.00332,0.31675,-,0.76881
2306,0.03448,-,0.00390,0.36732,-,0.76757
2307,0.03399,-,0.00362,0.36593,-,0.81703
2308,0.03413,-,0.00323,0.36647,-,0.76746
2309,0.03371,-,0.00402,0.36699,-,0.81895
2310,0.01773,-,0.00351,0.31607,-,0.76918
2311,0.03408,-,0.00303,0.41608,-,0.81882
2312,0.03334,-,0.00270,0.36597,-,0.71861
2313,0.01806,-,0.00347,0.36695,-,0.81854
2314,0.03398,-,0.00374,0.36646,-,0.76727
2315,0.03413,-,0.00379,0.41722,-,0.81964
2316,0.01830,-,0.00431,0.36733,-,0.81914
2317,0.03413,-,0.00316,0.41697,-,0.86749
2318,0.03387,-,0.00352,0.41646,-,0.76883
2319,0.03357,-,0.00305,0.36664,-,0.76782
2320,0.01736,-,0.00294,0.36596,-,0.81738
2321,0.03410,-,0.00368,0.36701,-,0.91924
2322,0.03401,-,0.00384,0.36694,-,0.76873
2323,0.01738,-,0.00320,0.36623,-,0.76749
2324,0.03408,-,0.00329,0.36630,-,0.76777
2325,0.03390,-,0.00356,0.36670,-,0.81906
2326,0.01768,-,0.00321,0.36641,-,0.86839
2327,0.01738,-,0.00382,0.41772,-,0.81837
2328,0.03393,-,0.00380,0.41711,-,0.76692
2329,0.01730,-,0.00254,0.36549,-,0.81903
2330,0.03407,-,0.00371,0.36670,-,0.81913
2331,0.01754,-,0.00358,0.36682,-,0.81736
2332,0.01810,-,0.00386,0.36751,-,0.81887
2333,0.01792,-,0.00354,0.41698,-,0.81933
2334,0.01788,-,0.00383,0.36736,-,0.81753
2335,0.01750,-,0.00299,0.36715,-,0.81934
2336,0.01805,-,0.00381,0.41749,-,0.81890
2337,0.03466,-,0.00357,0.36815,-,0.76726
2338,0.01712,-,0.00333,0.36647,-,0.91895
2339,0.03412,-,0.00384,0.36714,-,0.81844
2340,0.01792,-,0.00323,0.36732,-,0.86840
2341,0.03395,-,0.00325,0.41707,-,0.81919
2342,0.03421,-,0.00356,0.36696,-,0.81802
2343,0.03387,-,0.00393,0.36736,-,0.76819
2344,0.03366,-,0.00352,0.36639,-,0.91894
2345,0.01751,-,0.00388,0.41722,-,0.81886
2346,0.03407,-,0.00373,0.36703,-,0.76887
2347,0.01797,-,0.00324,0.36722,-,0.86882
2348,0.01791,-,0.00419,0.36709,-,0.86862
2349,0.01785,-,0.00332,0.46788,-,0.81849
2350,0.01712,-,0.00291,0.36630,-,0.81864
2351,0.03418,-,0.00337,0.41720,-,0.76800
2352,0.01729,-,0.00307,0.36592,-,0.86906
2353,0.01752,-,0.00323,0.36703,-,0.81933
2354,0.01800,-,0.00331,0.36660,-,0.86898
2355,0.01793,-,0.00395,0.41755,-,0.81845
2356,0.03386,-,0.00364,0.36685,-,0.86801
2357,0.01802,-,0.00328,0.36641,-,0.81846
2358,0.01728,-,0.00355,0.36670,-,0.81853
2359,0.03408,-,0.00369,0.36720,-,0.76798
2360,0.03457,-,0.00348,0.36689,-,0.81747
2361,0.03425,-,0.00333,0.41746,-,0.81844
2362,0.03426,-,0.00319,0.36645,-,0.76806
2363,0.01757,-,0.00392,0.36675,-,0.81858
2364,0.03420,-,0.00332,0.36655,-,0.81834
2365,0.03399,-,0.00350,0.36592,-,0.91813
2366,0.03455,-,0.00377,0.36723,-,0.76911
2367,0.01775,-,0.00333,0.36681,-,0.81889
2368,0.01803,-,0.00350,0.36721,-,0.86963
2369,0.03411,-,0.00312,0.36714,-,0.81793
2370,0.03450,-,0.00346,0.41684,-,0.81895
2371,0.01789,-,0.00317,0.41738,-,0.81897
2372,0.03392,-,0.00334,0.36681,-,0.86844
2373,0.03403,-,0.00355,0.36686,-,0.76882
2374,0.01759,-,0.00307,0.36628,-,0.81819
2375,0.01744,-,0.00293,0.36659,-,0.76867
2376,0.01788,-,0.00356,0.41723,-,0.86866
2377,0.01715,-,0.00264,0.36544,-,0.91796
2378,0.01737,-,0.00300,0.36583,-,0.81737
2379,0.03447,-,0.00404,0.41704,-,0.81734
2380,0.01742,-,0.00302,0.36619,-,0.86897
2381,0.01700,-,0.00246,0.36548,-,0.81751
2382,0.01714,-,0.00343,0.36724,-,0.81804
2383,0.03409,-,0.00344,0.36673,-,0.86788
2384,0.03411,-,0.00356,0.36704,-,0.81776
2385,0.01768,-,0.00352,0.36629,-,0.81796
2386,0.01732,-,0.00248,0.41738,-,0.81865
2387,0.03476,-,0.00352,0.36688,-,0.86887
2388,0.03405,-,0.00365,0.36632,-,0.81814
2389,0.03449,-,0.00356,0.36665,-,0.86801
2390,0.03434,-,0.00371,0.36698,-,0.81823
2391,0.03432,-,0.00368,0.36676,-,0.81810
2392,0.03396,-,0.00312,0.36646,-,0.81772
2393,0.03325,-,0.00293,0.41601,-,0.86786
2394,0.03450,-,0.00388,0.36730,-,0.81892
2395,0.03371,-,0.00377,0.36690,-,0.81960
2396,0.03392,-,0.00355,0.36669,-,0.81906
2397,0.03444,-,0.00385,0.41691,-,0.81723
2398,0.01699,-,0.00273,0.36555,-,0.81762
2399,0.03439,-,0.00402,0.36735,-,0.81819
2400,0.03423,-,0.00357,0.36646,-,0.81856
2401,0.01809,-,0.00321,0.36688,-,0.81833
2402,0.03451,-,0.00371,0.41725,-,0.86972
2403,0.03444,-,0.00398,0.41760,-,0.81853
2404,0.01765,-,0.00320,0.36651,-,0.86868
2405,0.01754,-,0.00279,0.41643,-,0.81841
2406,0.03394,-,0.00380,0.36680,-,0.86874
2407,0.01773,-,0.00401,0.36658,-,0.86963
2408,0.01801,-,0.00350,0.36700,-,0.86910
2409,0.03381,-,0.00322,0.41774,-,0.81966
2410,0.01738,-,0.00362,0.36613,-,0.86811
2411,0.03429,-,0.00391,0.36739,-,0.86872
2412,0.03426,-,0.00352,0.41608,-,0.86843
2413,0.01737,-,0.00295,0.36585,-,0.86875
2414,0.03361,-,0.00335,0.36602,-,0.81889
2415,0.03417,-,0.00365,0.41719,-,0.81911
2416,0.03387,-,0.00350,0.41700,-,0.86821
2417,0.03392,-,0.00326,0.36646,-,0.86873
2418,0.03416,-,0.00335,0.36669,-,0.91885
2419,0.01762,-,0.00383,0.36692,-,0.86894
2420,0.01799,-,0.00379,0.41652,-,0.86963
2421,0.03378,-,0.00342,0.41660,-,0.81860
2422,0.03455,-,0.00374,0.41750,-,0.81825
2423,0.03398,-,0.00362,0.36691,-,0.86860
2424,0.03416,-,0.00317,0.41681,-,0.91796
2425,0.03370,-,0.00363,0.41721,-,0.81890
2426,0.01786,-,0.00377,0.41712,-,0.86812
2427,0.03409,-,0.00351,0.36707,-,0.81802
2428,0.01721,-,0.00272,0.36588,-,0.86781
2429,0.01800,-,0.00355,0.46694,-,0.86905
2430,0.03432,-,0.00386,0.36707,-,0.81852
2431,0.01760,-,0.00312,0.36681,-,0.86880
2432,0.03404,-,0.00371,0.36690,-,0.86825
2433,0.03424,-,0.00353,0.36732,-,0.86824
2434,0.03503,-,0.00355,0.41831,-,0.81875
2435,0.03457,-,0.00392,0.41747,-,0.86901
2436,0.03362,-,0.00384,0.41755,-,0.91800
2437,0.03446,-,0.00326,0.36617,-,0.86850
2438,0.01748,-,0.00365,0.36708,-,0.86883
2439,0.01794,-,0.00391,0.41680,-,0.81800
2440,0.03390,-,0.00326,0.41600,-,0.86816
2441,0.03421,-,0.00397,0.41704,-,0.86875
2442,0.03437,-,0.00359,0.41769,-,0.86877
2443,0.03416,-,0.00359,0.41761,-,0.86922
2444,0.01855,-,0.00331,0.41638,-,0.86772
2445,0.03454,-,0.00360,0.41717,-,0.81882
2446,0.01814,-,0.00362,0.36633,-,0.81795
2447,0.03424,-,0.00349,0.41703,-,0.86894
2448,0.03414,-,0.00329,0.36642,-,0.86825
2449,0.03475,-,0.00368,0.46772,-,0.86951
2450,0.03449,-,0.00367,0.41756,-,0.91957
2451,0.03418,-,0.00392,0.41758,-,0.91810
2452,0.03334,-,0.00288,0.41564,-,0.91923
2453,0.03449,-,0.00344,0.41683,-,0.86941
2454,0.03400,-,0.00333,0.41693,-,0.86949
2455,0.03406,-,0.00332,0.36670,-,0.96888
2456,0.01777,-,0.00401,0.41735,-,0.81946
2457,0.01827,-,0.00353,0.41739,-,0.86974
2458,0.01806,-,0.00349,0.36685,-,0.81858
2459,0.03414,-,0.00330,0.36709,-,0.86759
2460,0.03344,-,0.00295,0.41704,-,0.86980
2461,0.03413,-,0.00321,0.36668,-,0.81888
2462,0.01754,-,0.00309,0.36648,-,0.81895
2463,0.01762,-,0.00362,0.36659,-,0.81800
2464,0.01790,-,0.00291,0.41689,-,0.86971
2465,0.03426,-,0.00368,0.41753,-,0.86875
2466,0.01760,-,0.00364,0.41711,-,0.86914
2467,0.03467,-,0.00376,0.41728,-,0.81891
2468,0.01793,-,0.00343,0.36657,-,0.86897
2469,0.03439,-,0.00379,0.46759,-,0.86852
2470,0.01776,-,0.00313,0.36658,-,0.91980
2471,0.01785,-,0.00320,0.36560,-,0.91820
2472,0.03476,-,0.00384,0.41716,-,0.86924
2473,0.03453,-,0.00364,0.36720,-,0.91950
2474,0.03410,-,0.00357,0.41714,-,0.86939
2475,0.01769,-,0.00296,0.36667,-,0.86880
2476,0.03449,-,0.00326,0.41643,-,0.86793
2477,0.03378,-,0.00381,0.41763,-,0.86925
2478,0.03458,-,0.00358,0.41748,-,0.86915
2479,0.03400,-,0.00347,0.36654,-,0.91943
2480,0.03413,-,0.00402,0.41711,-,0.86947
2481,0.03451,-,0.00390,0.36721,-,0.86827
2482,0.01727,-,0.00373,0.41729,-,0.91821
2483,0.01788,-,0.00341,0.36667,-,0.86897
2484,0.03471,-,0.00395,0.41764,-,0.91899
2485,0.03370,-,0.00413,0.41724,-,0.86943
2486,0.03404,-,0.00371,0.36690,-,0.91905
2487,0.03402,-,0.00374,0.36735,-,0.96826
2488,0.03472,-,0.00399,0.41721,-,0.96939
2489,0.03400,-,0.00333,0.41680,-,0.91955
2490,0.03391,-,0.00340,0.41596,-,0.91759
2491,0.03416,-,0.00342,0.46751,-,0.86837
2492,0.03454,-,0.00350,0.41698,-,0.91903
2493,0.03437,-,0.00384,0.41727,-,0.96885
2494,0.03449,-,0.00364,0.41697,-,0.86835
2495,0.03445,-,0.00375,0.41755,-,0.91916
2496,0.01780,-,0.00301,0.36650,-,0.86847
2497,0.03439,-,0.00335,0.46660,-,0.86798
2498,0.03408,-,0.00376,0.41712,-,0.86933
2499,0.03435,-,0.00348,0.41788,-,0.86915
2500,0.03410,-,0.00342,0.41686,-,0.91890
2501,0.01784,-,0.00324,0.46739,-,0.91919
2502,0.01758,-,0.00309,0.41672,-,0.91971
2503,0.03451,-,0.00367,0.41701,-,0.91929
2504,0.03473,-,0.00370,0.41760,-,1.01899
2505,0.01831,-,0.00423,0.41741,-,0.86881
2506,0.03402,-,0.00349,0.41775,-,0.86830
2507,0.03469,-,0.00383,0.41712,-,0.91930
2508,0.03434,-,0.00367,0.41681,-,0.91946
2509,0.03463,-,0.00373,0.36636,-,0.86828
2510,0.03419,-,0.00341,0.51747,-,0.92020
2511,0.03419,-,0.00421,0.41768,-,0.91888
2512,0.01786,-,0.00407,0.41741,-,0.91964
2513,0.03454,-,0.00394,0.41721,-,0.86911
2514,0.03421,-,0.00338,0.36679,-,0.86913
2515,0.01804,-,0.00308,0.41655,-,0.91901
2516,0.01757,-,0.00307,0.36601,-,0.91866
2517,0.03347,-,0.00394,0.41795,-,0.87007
2518,0.03395,-,0.00383,0.41766,-,0.91991
2519,0.03427,-,0.00372,0.36708,-,0.86934
2520,0.01783,-,0.00334,0.36735,-,0.91840
2521,0.03460,-,0.00362,0.46761,-,0.91932
2522,0.03419,-,0.00373,0.41869,-,0.91782
2523,0.03349,-,0.00313,0.41589,-,0.91873
2524,0.03471,-,0.00358,0.41715,-,0.91934
2525,0.03468,-,0.00354,0.46842,-,0.91885
2526,0.03414,-,0.00354,0.41673,-,0.91947
2527,0.03457,-,0.00356,0.41742,-,0.96981
2528,0.03394,-,0.00367,0.41723,-,0.92016
2529,0.03504,-,0.00340,0.41710,-,0.91975
2530,0.01791,-,0.00348,0.46694,-,0.96899
2531,0.03445,-,0.00351,0.41732,-,0.91801
2532,0.01806,-,0.00343,0.41752,-,0.86887
2533,0.03455,-,0.00303,0.36655,-,1.01940
2534,0.03446,-,0.00374,0.41727,-,0.86903
2535,0.01779,-,0.00351,0.46752,-,0.91859
2536,0.01749,-,0.00325,0.41665,-,0.91792
2537,0.01787,-,0.00384,0.46721,-,0.96918
2538,0.03385,-,0.00332,0.41743,-,0.92007
2539,0.03440,-,0.00328,0.41696,-,0.91832
2540,0.01763,-,0.00319,0.41627,-,0.91824
2541,0.03463,-,0.00337,0.41779,-,0.92129
2542,0.03429,-,0.00371,0.41816,-,0.92160
2543,0.03405,-,0.00383,0.41730,-,0.91905
2544,0.03385,-,0.00358,0.41735,-,0.91855
2545,0.01791,-,0.00327,0.46649,-,1.01958
2546,0.03377,-,0.00378,0.41747,-,0.91926
2547,0.03500,-,0.00365,0.41756,-,0.91902
2548,0.03450,-,0.00331,0.41610,-,0.91835
2549,0.03411,-,0.00358,0.36666,-,0.91896
2550,0.03399,-,0.00325,0.41673,-,0.86900
2551,0.03445,-,0.00304,0.41741,-,0.91913
2552,0.01812,-,0.00330,0.46737,-,0.96847
2553,0.03457,-,0.00412,0.41735,-,0.96967
2554,0.03418,-,0.00376,0.41732,-,0.91891
2555,0.01803,-,0.00381,0.36766,-,0.96905
2556,0.03441,-,0.00371,0.41751,-,0.91998
2557,0.01753,-,0.00376,0.41668,-,0.91900
2558,0.01762,-,0.00427,0.46812,-,0.96967
2559,0.03407,-,0.00360,0.46687,-,0.91789
2560,0.03379,-,0.00305,0.41703,-,0.91916
2561,0.01824,-,0.00369,0.41716,-,0.91879
2562,0.03411,-,0.00356,0.41688,-,1.01963
2563,0.03418,-,0.00337,0.41697,-,0.91906
2564,0.03442,-,0.00359,0.41689,-,0.92002
2565,0.03458,-,0.00390,0.41747,-,0.86870
2566,0.01786,-,0.00385,0.41726,-,0.91865
2567,0.03445,-,0.00330,0.41773,-,0.91938
2568,0.03420,-,0.00351,0.41700,-,0.92075
2569,0.03482,-,0.00347,0.41683,-,0.91748
2570,0.03402,-,0.00324,0.41745,-,0.96963
2571,0.03413,-,0.00354,0.46785,-,0.96990
2572,0.03417,-,0.00419,0.46739,-,0.97048
2573,0.03490,-,0.00385,0.41813,-,1.01991
2574,0.03448,-,0.00391,0.41742,-,1.01948
2575,0.03456,-,0.00366,0.41755,-,0.91946
2576,0.01798,-,0.00416,0.41776,-,0.91975
2577,0.03388,-,0.00366,0.41718,-,0.91945
2578,0.03415,-,0.00342,0.41774,-,0.91989
2579,0.03432,-,0.00361,0.41775,-,0.96997
2580,0.01815,-,0.00377,0.41703,-,0.96998
2581,0.03428,-,0.00346,0.41710,-,0.91884
2582,0.03403,-,0.00321,0.41727,-,0.91836
2583,0.01712,-,0.00315,0.46743,-,0.96967
2584,0.01799,-,0.00487,0.41967,-,1.01841
2585,0.01827,-,0.00370,0.46756,-,0.91974
2586,0.03404,-,0.00366,0.46743,-,0.96904
2587,0.03474,-,0.00378,0.46755,-,0.97112
2588,0.03418,-,0.00309,0.41779,-,0.92084
2589,0.03423,-,0.00372,0.46837,-,0.91868
2590,0.01756,-,0.00383,0.41710,-,1.06962
2591,0.03424,-,0.00347,0.41638,-,0.91768
2592,0.01802,-,0.00425,0.46757,-,1.06973
2593,0.03456,-,0.00382,0.46763,-,0.97008
2594,0.03407,-,0.00390,0.41761,-,0.96956
2595,0.01811,-,0.00328,0.41727,-,0.91925
2596,0.01739,-,0.00347,0.41717,-,0.96901
2597,0.03426,-,0.00382,0.46741,-,0.91940
2598,0.01736,-,0.00353,0.46717,-,0.96874
2599,0.03452,-,0.00361,0.46736,-,0.96959
